ID,Monthly_Revenue,Net_Profit_Margin (%),Burn_Rate_Ratio,Transaction_Count,Avg_Historical_Rating,Review_Text,Review_Volatility,Business_Tenure_Months,Repeat_Order_Rate (%),Digital_Adoption_Score,Peak_Hour_Latency,Location_Competitiveness,Sentiment_Score,Class
30017,9161767,1.04,0.939,79,4.18,"Pelayanan standar, masih bisa ditingkatkan.",0.343,31,24.19,3.41,Low,9,0.0,Growth
30018,7866665,9.62,0.83,122,4.24,Kadang stok kosong saat jam ramai. Neque dolorum libero praesentium nemo aliquid.,0.446,40,16.18,1.99,Med,4,0.0,Growth
30019,4408646,-10.15,1.119,60,3.62,"Secara umum oke, hanya respon chat kadang lambat.",0.339,26,10.67,3.06,Med,9,-0.3,Struggling
30020,2462920,-7.12,1.038,40,3.8,Kadang stok kosong saat jam ramai.,0.39,21,5.16,1.0,Med,12,0.0,Struggling
30021,25936149,25.15,0.788,236,4.55,"Harga dan kualitas seimbang, pengalaman biasa saja.",0.372,176,25.44,6.16,Med,4,0.0,Elite
30022,1500000,10.36,0.857,58,4.58,"Pelayanan standar, masih bisa ditingkatkan. Vero vero minus a incidunt nemo.",0.442,51,19.56,2.18,Med,8,0.0,Growth
30023,6367212,-2.14,1.059,72,4.39,"Pelayanan standar, masih bisa ditingkatkan. Enim earum ab eum provident officia voluptas.",0.499,46,20.3,4.29,Med,9,0.0,Growth
30024,24160265,1.18,0.999,183,4.85,"Produk cukup baik, kadang waktu tunggu agak lama. Harum dolores aliquid sint ducimus illum magnam aperiam.",0.272,156,45.11,4.35,Med,2,0.0,Growth
30025,6968570,4.64,0.958,166,4.47,"Produk cukup baik, kadang waktu tunggu agak lama. Explicabo similique molestias tenetur amet atque minima.",0.287,155,7.83,3.26,Med,6,0.0,Growth
30026,4470177,13.4,0.822,76,4.65,"Transaksi digital lancar, proses checkout tidak ribet.",0.066,37,27.11,3.32,Low,7,-0.25,Elite
30027,9718684,-12.0,1.11,185,4.05,"Secara umum oke, hanya respon chat kadang lambat.",0.338,166,20.55,5.2,Low,12,-0.3,Struggling
30028,8589555,2.8,1.023,138,4.64,"Transaksi digital lancar, proses checkout tidak ribet. Est adipisci itaque facilis odio.",0.279,144,9.71,4.47,Low,10,-0.25,Growth
30029,3948577,-0.8,0.969,44,3.76,"Harga dan kualitas seimbang, pengalaman biasa saja.",0.396,58,14.36,1.0,Med,6,0.0,Growth
30030,12823976,-4.15,0.947,119,3.61,"Produk cukup baik, kadang waktu tunggu agak lama. Commodi eius suscipit.",0.291,136,28.85,3.22,Low,7,0.0,Growth
30031,2613004,20.21,0.805,67,4.48,"Pelayanan cepat dan ramah, pesanan selalu tepat. Excepturi dolores dicta nemo fugit dolore alias soluta.",0.186,34,10.4,3.44,Low,13,0.8,Growth
30032,3637680,-0.19,0.962,43,3.96,"Pelayanan standar, masih bisa ditingkatkan. Adipisci exercitationem quibusdam maxime.",0.284,28,11.11,1.77,Med,12,0.0,Growth
30033,6233640,-21.49,1.189,179,3.03,Pesanan sering terlambat saat jam sibuk.,0.705,145,13.32,1.58,High,7,-0.65,Critical
30034,9766667,10.85,0.858,162,4.19,"Harga dan kualitas seimbang, pengalaman biasa saja.",0.168,179,27.92,2.03,Low,4,0.0,Growth
30035,6069719,-22.17,1.18,74,3.16,"Sudah beberapa kali order, pengalaman makin menurun.",0.331,58,13.89,1.0,Med,9,-0.3,Critical
30036,3195646,15.87,0.825,93,4.38,"Harga dan kualitas seimbang, pengalaman biasa saja.",0.488,39,17.09,2.98,Med,7,0.0,Growth
30037,12964083,2.83,0.971,134,4.21,"Secara umum oke, hanya respon chat kadang lambat.",0.324,127,28.88,2.81,Med,7,-0.3,Growth
30038,7291716,0.61,0.954,106,4.07,"Secara umum oke, hanya respon chat kadang lambat.",0.379,55,30.79,1.21,Med,7,-0.3,Growth
30039,4593620,-3.65,1.044,92,3.52,Respons admin lambat dan informasi kurang jelas.,0.63,103,25.8,2.14,High,7,-0.55,Struggling
30040,3118558,-19.96,1.171,122,3.54,"Kualitas tidak konsisten, kadang bagus kadang kurang.",0.748,80,15.73,2.32,High,14,-0.25,Struggling
30041,13420008,25.25,0.695,134,5.0,"Pelayanan cepat dan ramah, pesanan selalu tepat. Occaecati velit occaecati harum hic deleniti esse neque.",0.28,38,15.03,5.86,Low,11,0.8,Growth
30042,3323799,-19.68,1.201,94,3.08,Pesanan sering terlambat saat jam sibuk. Nulla illum ipsa.,0.718,103,9.45,1.68,High,12,-0.65,Critical
30043,12775323,-7.12,1.064,118,4.31,Aplikasi pemesanan mudah dipakai dan responsif.,0.208,13,12.33,4.38,Low,8,0.55,Struggling
30044,9360006,17.27,0.805,78,5.0,Selalu repeat order karena kualitasnya terjaga. Est commodi fugiat amet quia.,0.3,29,20.88,5.72,Low,10,0.25,Growth
30045,11448035,23.29,0.751,75,4.66,"Pengiriman cepat, admin komunikatif.",0.25,4,21.45,5.24,Low,11,0.55,Growth
30046,1870093,-3.83,1.02,58,3.94,"Secara umum oke, hanya respon chat kadang lambat.",0.519,24,16.03,1.07,Med,5,-0.3,Growth
30047,10887907,16.76,0.856,126,4.76,"Transaksi digital lancar, proses checkout tidak ribet.",0.308,68,30.96,6.14,Low,6,-0.25,Elite
30048,4020485,7.2,0.902,111,4.42,Selalu repeat order karena kualitasnya terjaga. Ipsum deleniti quam aliquam facere odit deleniti.,0.265,114,10.43,2.09,Low,7,0.25,Growth
30049,3869476,35.55,0.64,101,4.58,Selalu repeat order karena kualitasnya terjaga.,0.331,19,26.75,7.26,Low,5,0.25,Elite
30050,4961772,-5.67,1.024,130,3.87,"Harga dan kualitas seimbang, pengalaman biasa saja.",0.324,134,8.86,1.0,Low,10,0.0,Struggling
30051,6448117,-17.74,1.169,54,3.67,"Sudah beberapa kali order, pengalaman makin menurun. Rem deserunt nobis occaecati.",0.689,16,15.94,2.43,High,11,-0.3,Struggling
30052,5397378,-6.96,1.072,91,3.89,"Harga dan kualitas seimbang, pengalaman biasa saja. Asperiores culpa asperiores aliquid commodi.",0.519,9,27.68,4.52,Med,8,0.0,Struggling
30053,11596505,3.4,0.939,101,4.1,"Harga dan kualitas seimbang, pengalaman biasa saja. Dolor laudantium deleniti.",0.284,81,19.19,3.46,Low,5,0.0,Growth
30054,9080166,6.21,0.904,139,4.28,Aplikasi pemesanan mudah dipakai dan responsif.,0.258,146,29.66,5.32,Low,8,0.55,Growth
30055,7200031,30.99,0.681,149,4.83,"Pelayanan cepat dan ramah, pesanan selalu tepat.",0.193,106,8.65,3.07,Low,8,0.8,Growth
30056,3542004,-2.53,1.004,108,3.98,Kadang stok kosong saat jam ramai.,0.497,149,26.22,2.66,Med,16,0.0,Growth
30057,4047974,23.43,0.776,83,4.3,"Pelayanan cepat dan ramah, pesanan selalu tepat.",0.227,3,14.2,4.01,Low,10,0.8,Growth
30058,3908404,1.38,0.97,72,4.14,"Harga dan kualitas seimbang, pengalaman biasa saja.",0.248,33,15.22,4.13,Low,8,0.0,Growth
30059,12007412,-26.69,1.284,145,2.64,Proses pembayaran sering bermasalah.,0.638,130,7.61,4.89,High,13,-0.35,Critical
30060,7905203,25.15,0.788,179,5.0,"Pelayanan standar, masih bisa ditingkatkan.",0.369,134,36.77,5.59,Med,6,0.0,Elite
30061,8712765,25.87,0.791,131,4.92,"Pelayanan cepat dan ramah, pesanan selalu tepat.",0.253,93,31.19,6.11,Low,6,0.8,Elite
30062,7054100,-3.82,1.02,131,4.53,"Pelayanan standar, masih bisa ditingkatkan.",0.459,60,12.54,4.91,Low,8,0.0,Growth
30063,7189800,17.57,0.811,112,4.67,"Kualitas produk konsisten, harga masih masuk akal. Ad alias ipsum libero vero nobis reprehenderit.",0.229,58,22.54,5.79,Low,5,0.2,Growth
30064,2410247,-14.48,1.088,40,3.63,"Pelayanan standar, masih bisa ditingkatkan.",0.523,45,15.58,1.0,Med,7,0.0,Struggling
30065,9664420,-4.76,1.052,131,3.95,"Secara umum oke, hanya respon chat kadang lambat.",0.319,76,22.39,4.65,Low,8,-0.3,Struggling
30066,3802294,11.76,0.876,71,3.98,"Produk cukup baik, kadang waktu tunggu agak lama.",0.355,51,19.68,2.55,Low,7,0.0,Growth
30067,12894673,2.56,0.946,184,4.64,Kadang stok kosong saat jam ramai.,0.386,114,19.07,4.19,Med,7,0.0,Growth
30068,10294340,-4.47,1.063,123,4.27,"Pelayanan standar, masih bisa ditingkatkan. Similique porro mollitia unde.",0.487,110,19.44,5.66,Med,10,0.0,Struggling
30069,3155403,-14.13,1.121,49,3.79,"Harga dan kualitas seimbang, pengalaman biasa saja.",0.617,62,12.54,2.08,Med,9,0.0,Struggling
30070,8116221,3.6,0.898,104,4.18,"Harga dan kualitas seimbang, pengalaman biasa saja.",0.265,96,28.33,3.82,Low,6,0.0,Growth
30071,5236046,8.06,0.946,101,4.01,"Secara umum oke, hanya respon chat kadang lambat.",0.332,146,15.26,2.16,Low,14,-0.3,Growth
30072,5050263,17.56,0.791,106,4.76,Aplikasi pemesanan mudah dipakai dan responsif.,0.315,75,26.96,4.77,Low,7,0.55,Elite
30073,10669231,3.43,0.984,105,3.85,Pesanan sering terlambat saat jam sibuk.,0.568,101,29.67,1.0,High,8,-0.65,Struggling
30074,10203227,-15.9,1.147,143,3.79,"Secara umum oke, hanya respon chat kadang lambat.",0.49,116,22.44,2.84,Med,11,-0.3,Struggling
30075,7995438,-6.79,1.057,154,4.63,"Produk cukup baik, kadang waktu tunggu agak lama.",0.357,177,22.32,1.0,Med,7,0.0,Struggling
30076,14198053,37.01,0.624,92,5.0,Selalu repeat order karena kualitasnya terjaga.,0.195,17,13.74,3.84,Low,5,0.25,Growth
30077,16107180,15.44,0.87,123,4.38,"Harga dan kualitas seimbang, pengalaman biasa saja.",0.373,65,23.71,6.24,Med,8,0.0,Growth
30078,6057155,34.2,0.673,122,4.11,"Secara umum oke, hanya respon chat kadang lambat.",0.306,30,13.59,4.43,Low,8,-0.3,Growth
30079,7288183,3.71,0.998,145,3.85,"Kualitas tidak konsisten, kadang bagus kadang kurang.",0.392,150,29.8,5.52,High,10,-0.25,Struggling
30080,10915929,14.12,0.882,173,4.46,Aplikasi pemesanan mudah dipakai dan responsif. Possimus impedit harum.,0.195,163,33.84,5.07,Low,9,0.55,Growth
30081,5834295,19.02,0.871,99,4.54,"Kualitas produk konsisten, harga masih masuk akal.",0.273,38,14.99,5.2,Low,12,0.2,Growth
30082,5810851,-11.27,1.085,144,3.57,"Pelayanan standar, masih bisa ditingkatkan.",0.58,127,34.73,4.33,Med,7,0.0,Struggling
30083,13261743,-16.15,1.186,198,3.6,"Pelayanan standar, masih bisa ditingkatkan.",0.486,143,25.49,4.47,Med,9,0.0,Critical
30084,4641829,-3.54,1.032,77,3.87,"Secara umum oke, hanya respon chat kadang lambat.",0.395,64,22.04,3.5,Low,10,-0.3,Growth
30085,13613755,-22.75,1.201,182,3.78,"Sudah beberapa kali order, pengalaman makin menurun.",0.51,153,18.04,4.8,High,10,-0.3,Critical
30086,10931318,-11.61,1.129,71,4.39,"Secara umum oke, hanya respon chat kadang lambat.",0.354,15,14.66,4.74,Med,11,-0.3,Struggling
30087,6602769,18.83,0.806,116,4.27,"Produk cukup baik, kadang waktu tunggu agak lama.",0.406,90,17.71,3.46,Med,8,0.0,Growth
30088,6119520,-33.79,1.364,71,1.87,"Sudah beberapa kali order, pengalaman makin menurun.",0.605,42,2.0,1.0,High,15,-0.3,Critical
30089,6967907,-23.26,1.185,141,3.03,Proses pembayaran sering bermasalah.,0.529,160,9.56,1.46,High,11,-0.35,Critical
30090,5642254,14.12,0.849,117,4.64,Aplikasi pemesanan mudah dipakai dan responsif. Magni magni ut reprehenderit vel inventore.,0.39,126,29.33,5.53,Low,8,0.55,Elite
30091,1500000,11.48,0.868,55,3.83,"Harga dan kualitas seimbang, pengalaman biasa saja. Nisi distinctio tempore.",0.15,27,27.74,1.47,Low,7,0.0,Growth
30092,8720144,-3.49,1.013,127,3.5,"Pelayanan standar, masih bisa ditingkatkan.",0.438,156,15.44,1.0,Med,8,0.0,Growth
30093,6539958,1.42,0.963,93,4.22,"Transaksi digital lancar, proses checkout tidak ribet.",0.253,26,23.55,4.13,Low,8,-0.25,Growth
30094,9446808,-18.14,1.204,120,3.61,Proses pembayaran sering bermasalah.,0.872,99,2.0,1.9,High,12,-0.35,Critical
30095,3773509,3.94,0.91,59,4.18,"Produk cukup baik, kadang waktu tunggu agak lama.",0.452,41,10.03,1.26,Med,8,0.0,Growth
30096,5575596,-7.09,1.097,143,4.13,Proses pembayaran sering bermasalah. Optio laudantium ratione non.,0.505,111,27.33,5.7,High,9,-0.35,Struggling
30097,4295821,-22.74,1.201,74,3.7,Harga naik tapi layanan tidak membaik.,0.648,63,14.85,2.77,High,12,-0.2,Critical
30098,9129304,8.61,0.918,215,4.94,"Pelayanan standar, masih bisa ditingkatkan. Autem totam amet.",0.246,179,33.72,7.48,Med,5,0.0,Growth
30099,8493556,10.84,0.868,176,3.69,"Secara umum oke, hanya respon chat kadang lambat. Dicta nisi eius vitae maxime.",0.429,171,34.4,4.79,Med,8,-0.3,Growth
30100,4675903,18.96,0.752,78,4.62,"Transaksi digital lancar, proses checkout tidak ribet. Eaque omnis maiores eligendi nihil repellendus similique.",0.286,22,30.83,5.63,Low,10,-0.25,Elite
30101,10061723,18.87,0.78,161,4.71,"Transaksi digital lancar, proses checkout tidak ribet.",0.316,174,42.82,3.72,Low,6,-0.25,Elite
30102,4001867,-4.37,0.965,86,4.67,"Secara umum oke, hanya respon chat kadang lambat.",0.385,18,25.85,5.89,Med,8,-0.3,Growth
30103,21066202,-11.41,1.003,161,4.35,"Pelayanan cepat dan ramah, pesanan selalu tepat.",0.344,151,16.58,3.32,Low,11,0.8,Growth
30104,1708826,-7.49,1.047,42,4.18,Kadang stok kosong saat jam ramai.,0.479,17,10.06,1.99,Med,11,0.0,Struggling
30105,19370706,5.68,0.943,208,4.26,Selalu repeat order karena kualitasnya terjaga. Voluptatem quam accusamus reprehenderit.,0.255,169,28.06,6.47,Low,9,0.25,Growth
30106,3051257,3.1,0.944,100,3.94,"Harga dan kualitas seimbang, pengalaman biasa saja.",0.477,44,23.72,3.03,Med,9,0.0,Growth
30107,6503097,1.96,0.973,54,4.28,"Transaksi digital lancar, proses checkout tidak ribet.",0.195,6,13.31,2.68,Low,9,-0.25,Growth
30108,5530091,2.3,0.962,151,4.32,"Pelayanan cepat dan ramah, pesanan selalu tepat.",0.311,154,18.7,2.96,Low,4,0.8,Growth
30109,15184762,0.37,1.002,174,4.36,"Kualitas tidak konsisten, kadang bagus kadang kurang. Quo pariatur fuga eligendi impedit sint.",0.757,133,22.79,4.55,High,12,-0.25,Growth
30110,5858268,-23.78,1.21,127,3.12,"Kualitas tidak konsisten, kadang bagus kadang kurang. Dignissimos saepe alias.",0.516,116,8.03,1.3,High,10,-0.25,Critical
30111,9573972,17.95,0.787,113,4.87,"Secara umum oke, hanya respon chat kadang lambat.",0.522,131,17.65,4.23,Med,11,-0.3,Growth
30112,7323068,-20.04,1.147,73,3.65,Proses pembayaran sering bermasalah.,0.687,143,15.22,1.0,High,13,-0.35,Struggling
30113,4120764,15.65,0.858,85,4.23,"Kualitas produk konsisten, harga masih masuk akal.",0.31,56,24.36,2.04,Low,8,0.2,Growth
30114,24195060,8.11,0.918,141,4.39,Aplikasi pemesanan mudah dipakai dan responsif.,0.158,84,16.98,4.67,Low,7,0.55,Growth
30115,5648924,-3.73,1.111,114,3.96,"Pelayanan standar, masih bisa ditingkatkan.",0.461,42,17.63,5.4,Med,12,0.0,Struggling
30116,5103000,15.69,0.85,136,4.19,"Pelayanan standar, masih bisa ditingkatkan.",0.1,129,19.26,5.86,Low,6,0.0,Growth
30117,9380035,18.76,0.837,177,4.59,"Kualitas produk konsisten, harga masih masuk akal. Beatae quam consequatur.",0.109,141,22.77,3.49,Low,3,0.2,Growth
30118,6255283,-25.51,1.223,104,3.67,Kadang stok kosong saat jam ramai. Vero similique aperiam beatae dolorem explicabo porro.,0.476,44,31.27,3.78,Med,8,0.0,Critical
30119,11466432,8.12,0.896,122,4.3,"Harga dan kualitas seimbang, pengalaman biasa saja. Explicabo exercitationem numquam at provident tempore.",0.441,95,19.65,4.21,Med,13,0.0,Growth
30120,5022585,5.79,0.913,51,4.4,Aplikasi pemesanan mudah dipakai dan responsif. Vel at culpa recusandae consequuntur esse.,0.251,6,13.57,4.85,Low,10,0.55,Growth
30121,2766838,-2.65,1.019,63,4.18,Kadang stok kosong saat jam ramai.,0.226,27,9.9,1.0,Med,11,0.0,Growth
30122,9741671,-2.6,1.06,118,4.34,"Secara umum oke, hanya respon chat kadang lambat. Laudantium quis a ducimus quisquam at.",0.545,102,30.28,4.8,Med,9,-0.3,Growth
30123,5017098,5.13,0.938,134,4.23,"Secara umum oke, hanya respon chat kadang lambat.",0.377,166,16.15,3.67,Med,14,-0.3,Growth
30124,20656147,27.45,0.775,162,5.0,"Transaksi digital lancar, proses checkout tidak ribet. Magnam amet suscipit.",0.13,127,28.98,5.28,Low,4,-0.25,Elite
30125,6586540,-0.6,0.994,179,3.61,Harga naik tapi layanan tidak membaik.,0.569,174,17.17,3.17,High,8,-0.2,Struggling
30126,8451341,12.86,0.83,101,3.98,"Secara umum oke, hanya respon chat kadang lambat. Tempora nulla dicta eum nihil ea.",0.478,42,29.59,3.16,Med,5,-0.3,Growth
30127,5601487,15.63,0.78,130,4.81,"Transaksi digital lancar, proses checkout tidak ribet. Nihil velit eaque fuga laudantium quia at.",0.384,94,32.17,4.48,Low,4,-0.25,Elite
30128,9554945,-8.51,1.076,152,3.2,"Sudah beberapa kali order, pengalaman makin menurun. Quidem vel ab quod ipsam voluptatibus illum.",0.695,175,14.68,2.74,High,8,-0.3,Struggling
30129,9938437,-3.54,1.053,169,3.97,"Pelayanan standar, masih bisa ditingkatkan. Dolore dignissimos dicta ducimus sed molestias.",0.404,138,29.58,4.26,Med,7,0.0,Growth
30130,3718220,18.46,0.811,84,4.13,"Secara umum oke, hanya respon chat kadang lambat.",0.289,87,17.39,1.0,Low,11,-0.3,Growth
30131,6850834,-2.99,1.056,104,3.75,"Harga dan kualitas seimbang, pengalaman biasa saja.",0.383,37,29.12,3.39,Low,9,0.0,Growth
30132,5897982,12.97,0.891,174,4.6,"Pengiriman cepat, admin komunikatif. Asperiores aperiam quis repellendus adipisci ad dolorum ad.",0.385,174,31.22,6.25,Low,8,0.55,Growth
30133,5295738,-12.73,1.095,112,3.72,"Secara umum oke, hanya respon chat kadang lambat.",0.536,148,14.03,2.04,Med,10,-0.3,Struggling
30134,1725207,21.71,0.792,75,4.72,"Pelayanan cepat dan ramah, pesanan selalu tepat. Rem ipsum fugiat adipisci.",0.123,49,7.8,3.32,Low,9,0.8,Growth
30135,5501877,-33.23,1.282,134,2.23,"Sudah beberapa kali order, pengalaman makin menurun. Voluptatibus consequatur pariatur fuga quis molestias.",0.578,155,4.45,3.61,High,14,-0.3,Critical
30136,22217654,-32.06,1.285,179,1.76,Harga naik tapi layanan tidak membaik.,0.505,171,29.52,2.79,High,11,-0.2,Critical
30137,14987640,18.0,0.81,105,4.72,"Kualitas produk konsisten, harga masih masuk akal.",0.284,7,31.07,3.48,Low,9,0.2,Elite
30138,7840396,22.08,0.839,145,4.54,"Produk cukup baik, kadang waktu tunggu agak lama. Error atque quasi est enim.",0.345,127,25.27,5.04,Med,5,0.0,Elite
30139,9900429,-6.08,1.04,137,3.97,"Pelayanan standar, masih bisa ditingkatkan.",0.414,113,8.85,3.12,Med,9,0.0,Struggling
30140,25279236,8.95,0.91,119,4.58,"Harga dan kualitas seimbang, pengalaman biasa saja.",0.487,74,28.13,5.13,Med,10,0.0,Growth
30141,17549001,-8.26,1.094,161,3.74,"Pelayanan standar, masih bisa ditingkatkan. Laborum quasi voluptatum laborum.",0.454,89,25.54,5.95,Med,10,0.0,Struggling
30142,3747857,5.79,0.933,64,4.59,"Harga dan kualitas seimbang, pengalaman biasa saja.",0.193,5,21.56,7.17,Med,13,0.0,Critical
30143,9345266,9.6,0.914,183,4.7,Aplikasi pemesanan mudah dipakai dan responsif.,0.139,167,20.28,3.32,Low,8,0.55,Growth
30144,5465418,-5.15,1.044,103,3.69,"Harga dan kualitas seimbang, pengalaman biasa saja.",0.42,95,27.74,1.45,Med,10,0.0,Struggling
30145,6828159,-3.64,1.008,136,3.98,"Pelayanan standar, masih bisa ditingkatkan.",0.449,43,10.08,4.96,Med,8,0.0,Growth
30146,7367980,0.54,0.95,133,4.47,"Transaksi digital lancar, proses checkout tidak ribet. Corrupti voluptatem numquam animi qui enim similique nam.",0.155,150,23.64,2.52,Low,12,-0.25,Growth
30147,7129399,0.25,1.003,135,3.88,"Harga dan kualitas seimbang, pengalaman biasa saja.",0.573,89,23.42,5.0,Med,12,0.0,Growth
30148,25618145,-8.9,1.025,216,3.99,"Secara umum oke, hanya respon chat kadang lambat.",0.527,170,22.39,3.81,Med,11,-0.3,Struggling
30149,3815022,16.51,0.866,126,4.66,"Transaksi digital lancar, proses checkout tidak ribet.",0.194,87,20.75,6.14,Low,10,-0.25,Growth
30150,5446110,-10.58,1.063,92,3.57,Proses pembayaran sering bermasalah.,0.692,138,15.93,3.73,High,11,-0.35,Struggling
30151,10199293,13.36,0.878,158,5.0,Aplikasi pemesanan mudah dipakai dan responsif. Sed perferendis dicta laboriosam ipsa occaecati minima.,0.098,135,35.83,7.7,Low,10,0.55,Growth
30152,3204873,7.97,0.967,54,4.39,"Kualitas produk konsisten, harga masih masuk akal.",0.214,27,14.01,2.33,Low,10,0.2,Growth
30153,6628662,-7.71,1.018,91,4.0,"Secara umum oke, hanya respon chat kadang lambat.",0.264,41,19.63,2.27,Low,6,-0.3,Struggling
30154,6013769,18.41,0.812,160,4.08,Kadang stok kosong saat jam ramai. Quis pariatur magnam quibusdam necessitatibus.,0.435,167,18.45,2.8,Med,7,0.0,Growth
30155,8828502,-1.26,0.989,178,4.18,"Pelayanan standar, masih bisa ditingkatkan.",0.108,127,10.11,3.17,Med,8,0.0,Growth
30156,8929903,27.32,0.729,159,4.89,Selalu repeat order karena kualitasnya terjaga.,0.107,107,27.21,8.15,Low,7,0.25,Elite
30157,3881491,25.67,0.818,94,4.94,Aplikasi pemesanan mudah dipakai dan responsif.,0.293,7,27.9,5.7,Low,4,0.55,Elite
30158,7302990,13.7,0.878,128,5.0,Selalu repeat order karena kualitasnya terjaga. Odio fugit doloremque minus.,0.167,138,29.53,2.14,Low,6,0.25,Growth
30159,2569883,-12.28,1.064,47,3.67,Kadang stok kosong saat jam ramai.,0.519,6,19.32,2.78,Med,12,0.0,Critical
30160,12024901,-17.75,1.178,155,3.71,"Kualitas tidak konsisten, kadang bagus kadang kurang. Iste nisi assumenda expedita.",0.656,171,18.58,2.04,High,11,-0.25,Struggling
30161,10334031,-22.64,1.124,113,3.42,"Produk cukup baik, kadang waktu tunggu agak lama.",0.414,62,10.81,4.33,Med,14,0.0,Struggling
30162,10785723,35.19,0.689,119,4.85,"Pelayanan cepat dan ramah, pesanan selalu tepat.",0.224,56,15.92,4.74,Low,6,0.8,Growth
30163,10832473,3.22,0.971,174,4.03,"Produk cukup baik, kadang waktu tunggu agak lama.",0.464,152,20.04,3.57,Med,7,0.0,Growth
30164,14546480,13.51,0.873,137,4.81,"Secara umum oke, hanya respon chat kadang lambat. A iure sit distinctio tempora nobis.",0.315,80,23.96,5.51,Med,7,-0.3,Growth
30165,4711516,2.96,0.94,58,3.84,Kadang stok kosong saat jam ramai.,0.476,21,5.1,1.0,Med,7,0.0,Growth
30166,24426928,-17.87,1.181,128,3.77,Proses pembayaran sering bermasalah.,0.656,101,26.08,5.33,High,10,-0.35,Critical
30167,3991596,-4.41,1.076,74,4.47,Kadang stok kosong saat jam ramai.,0.527,70,29.29,5.31,Med,16,0.0,Struggling
30168,4086317,16.49,0.86,97,4.9,Aplikasi pemesanan mudah dipakai dan responsif.,0.113,35,17.33,6.22,Low,8,0.55,Growth
30169,21421088,-25.18,1.192,119,3.59,"Harga dan kualitas seimbang, pengalaman biasa saja.",0.687,152,15.38,2.56,Med,10,0.0,Critical
30170,10428320,-21.0,1.161,131,3.14,Proses pembayaran sering bermasalah.,0.59,141,27.09,3.28,High,9,-0.35,Struggling
